date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:12:09	112/112	---M-Z	200	added ('OK')	text/plain	date:Wed,%2005%20Jun%202024%2016:12:09%20GMT	https://cairoadvogado.com/robots.txt		(from )
13:12:09	149886/149886	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Jun%202024%2016:12:09%20GMT	https://cairoadvogado.com/	C:/Users/User/Desktop/Sites%20html%20Advogados/Site%2016/Site%2016/cairoadvogado.com/index.html	(from )
13:12:10	42/42	---M-Z	405	error ('Method%20Not%20Allowed')	text/plain	date:Wed,%2005%20Jun%202024%2016:12:10%20GMT	https://cairoadvogado.com/xmlrpc.php	C:/Users/User/Desktop/Sites%20html%20Advogados/Site%2016/Site%2016/cairoadvogado.com/xmlrpc.php	(from https://cairoadvogado.com/)
13:12:11	1255/1255	---M-Z	200	added ('OK')	text/css	date:Thu,%2007%20Sep%202023%2017:21:17%20GMT	https://cairoadvogado.com/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/css/main.css?ver=3.29.4	C:/Users/User/Desktop/Sites%20html%20Advogados/Site%2016/Site%2016/cairoadvogado.com/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/css/mainec5b.css	(from https://cairoadvogado.com/)
13:12:11	1971/1971	---M-Z	200	added ('OK')	application/rss+xml	etag:%2274eb3efd37b3438ddc1ff9d8a5ef562e%22	https://cairoadvogado.com/feed/	C:/Users/User/Desktop/Sites%20html%20Advogados/Site%2016/Site%2016/cairoadvogado.com/feed/index.html	(from https://cairoadvogado.com/)
13:12:11	9427/9427	---M--	200	added ('OK')	image/gif	date:Thu,%2007%20Sep%202023%2012:53:31%20GMT	https://cairoadvogado.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/Users/User/Desktop/Sites%20html%20Advogados/Site%2016/Site%2016/cairoadvogado.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://cairoadvogado.com/)
13:12:12	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Jun%202024%2016:12:12%20GMT	http://cairoadvogado.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	C:/Users/User/Desktop/Sites%20html%20Advogados/Site%2016/Site%2016/cairoadvogado.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.3.delayed	(from https://cairoadvogado.com/)
13:12:12	1702/1702	---M-Z	200	added ('OK')	application/rss+xml	etag:%2274eb3efd37b3438ddc1ff9d8a5ef562e%22	https://cairoadvogado.com/comments/feed/	C:/Users/User/Desktop/Sites%20html%20Advogados/Site%2016/Site%2016/cairoadvogado.com/comments/feed/index.html	(from https://cairoadvogado.com/)
13:12:12	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Jun%202024%2016:12:12%20GMT	http://cairoadvogado.com/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.eot	C:/Users/User/Desktop/Sites%20html%20Advogados/Site%2016/Site%2016/cairoadvogado.com/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.eot	(from https://cairoadvogado.com/)
13:12:12	92564/92564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2007%20Sep%202023%2012:53:28%20GMT	https://cairoadvogado.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	C:/Users/User/Desktop/Sites%20html%20Advogados/Site%2016/Site%2016/cairoadvogado.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	(from https://cairoadvogado.com/)
